from_city,to_city,country_from,country_to,distance_km,train_time,train_price,bus_time,bus_price,flight_time,flight_price,meta_title,meta_description,slug
Madrid,Copenhagen,Spain,Denmark,2593,22h 6m,226,35h 34m,111,5h 27m,102,How to Get From Madrid to Copenhagen: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Madrid (Spain) to Copenhagen (Denmark) by train, bus, or flight. Distance: 2593 km.",how-to-get-from-madrid-to-copenhagen
Madrid,Stockholm,Spain,Sweden,3245,27h 32m,279,44h 15m,137,6h 19m,121,How to Get From Madrid to Stockholm: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Madrid (Spain) to Stockholm (Sweden) by train, bus, or flight. Distance: 3245 km.",how-to-get-from-madrid-to-stockholm
Madrid,Venice,Spain,Italy,1775,15h 17m,161,24h 40m,78,4h 22m,77,How to Get From Madrid to Venice: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Madrid (Spain) to Venice (Italy) by train, bus, or flight. Distance: 1775 km.",how-to-get-from-madrid-to-venice
Madrid,Florence,Spain,Italy,1613,13h 56m,148,22h 30m,72,4h 9m,72,How to Get From Madrid to Florence: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Madrid (Spain) to Florence (Italy) by train, bus, or flight. Distance: 1613 km.",how-to-get-from-madrid-to-florence
Madrid,Dublin,Spain,Ireland,1813,15h 36m,164,25h 10m,80,4h 25m,78,How to Get From Madrid to Dublin: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Madrid (Spain) to Dublin (Ireland) by train, bus, or flight. Distance: 1813 km.",how-to-get-from-madrid-to-dublin
Madrid,Edinburgh,Spain,United Kingdom,2160,18h 30m,192,29h 48m,93,4h 52m,89,How to Get From Madrid to Edinburgh: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Madrid (Spain) to Edinburgh (United Kingdom) by train, bus, or flight. Distance: 2160 km.",how-to-get-from-madrid-to-edinburgh
Madrid,Oslo,Spain,Norway,2987,25h 23m,258,40h 49m,126,5h 58m,114,How to Get From Madrid to Oslo: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Madrid (Spain) to Oslo (Norway) by train, bus, or flight. Distance: 2987 km.",how-to-get-from-madrid-to-oslo
Madrid,Helsinki,Spain,Finland,3691,31h 15m,314,50h 12m,155,6h 55m,135,How to Get From Madrid to Helsinki: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Madrid (Spain) to Helsinki (Finland) by train, bus, or flight. Distance: 3691 km.",how-to-get-from-madrid-to-helsinki
Madrid,Krakow,Spain,Poland,2663,22h 41m,232,36h 30m,114,5h 33m,104,How to Get From Madrid to Krakow: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Madrid (Spain) to Krakow (Poland) by train, bus, or flight. Distance: 2663 km.",how-to-get-from-madrid-to-krakow
Madrid,Geneva,Spain,Switzerland,1280,11h 9m,121,18h 3m,58,3h 42m,62,How to Get From Madrid to Geneva: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Madrid (Spain) to Geneva (Switzerland) by train, bus, or flight. Distance: 1280 km.",how-to-get-from-madrid-to-geneva
Madrid,Lyon,Spain,France,1142,10h 1m,110,16h 13m,53,3h 31m,58,How to Get From Madrid to Lyon: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Madrid (Spain) to Lyon (France) by train, bus, or flight. Distance: 1142 km.",how-to-get-from-madrid-to-lyon
Madrid,Marseille,Spain,France,1022,9h 1m,101,14h 37m,48,3h 21m,55,How to Get From Madrid to Marseille: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Madrid (Spain) to Marseille (France) by train, bus, or flight. Distance: 1022 km.",how-to-get-from-madrid-to-marseille
Madrid,Valencia,Spain,Spain,379,3h 39m,49,6h 3m,22,N/A (Too close),N/A,How to Get From Madrid to Valencia: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Madrid (Spain) to Valencia (Spain) by train, bus, or flight. Distance: 379 km.",how-to-get-from-madrid-to-valencia
Madrid,Porto,Spain,Portugal,530,4h 55m,61,8h 3m,28,2h 42m,40,How to Get From Madrid to Porto: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Madrid (Spain) to Porto (Portugal) by train, bus, or flight. Distance: 530 km.",how-to-get-from-madrid-to-porto
Madrid,Athens,Spain,Greece,2969,25h 14m,257,40h 35m,126,5h 57m,113,How to Get From Madrid to Athens: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Madrid (Spain) to Athens (Greece) by train, bus, or flight. Distance: 2969 km.",how-to-get-from-madrid-to-athens
Madrid,Hamburg,Spain,Germany,2234,19h 7m,198,30h 47m,96,4h 58m,91,How to Get From Madrid to Hamburg: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Madrid (Spain) to Hamburg (Germany) by train, bus, or flight. Distance: 2234 km.",how-to-get-from-madrid-to-hamburg
Vienna,London,Austria,United Kingdom,1549,13h 24m,143,21h 39m,69,4h 3m,70,How to Get From Vienna to London: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Vienna (Austria) to London (United Kingdom) by train, bus, or flight. Distance: 1549 km.",how-to-get-from-vienna-to-london
Vienna,Paris,Austria,France,1296,11h 18m,123,18h 16m,59,3h 43m,63,How to Get From Vienna to Paris: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Vienna (Austria) to Paris (France) by train, bus, or flight. Distance: 1296 km.",how-to-get-from-vienna-to-paris
Vienna,Berlin,Austria,Germany,655,5h 57m,71,9h 43m,33,2h 52m,44,How to Get From Vienna to Berlin: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Vienna (Austria) to Berlin (Germany) by train, bus, or flight. Distance: 655 km.",how-to-get-from-vienna-to-berlin
Vienna,Amsterdam,Austria,Netherlands,1172,10h 16m,113,16h 37m,54,3h 33m,59,How to Get From Vienna to Amsterdam: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Vienna (Austria) to Amsterdam (Netherlands) by train, bus, or flight. Distance: 1172 km.",how-to-get-from-vienna-to-amsterdam
Vienna,Rome,Austria,Italy,955,8h 27m,95,13h 43m,45,3h 16m,53,How to Get From Vienna to Rome: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Vienna (Austria) to Rome (Italy) by train, bus, or flight. Distance: 955 km.",how-to-get-from-vienna-to-rome
Vienna,Madrid,Austria,Spain,2266,19h 22m,200,31h 12m,98,5h 1m,92,How to Get From Vienna to Madrid: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Vienna (Austria) to Madrid (Spain) by train, bus, or flight. Distance: 2266 km.",how-to-get-from-vienna-to-madrid
Vienna,Prague,Austria,Czech Republic,314,3h 7m,44,5h 11m,20,N/A (Too close),N/A,How to Get From Vienna to Prague: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Vienna (Austria) to Prague (Czech Republic) by train, bus, or flight. Distance: 314 km.",how-to-get-from-vienna-to-prague
Vienna,Brussels,Austria,Belgium,1147,10h 3m,111,16h 17m,53,3h 31m,58,How to Get From Vienna to Brussels: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Vienna (Austria) to Brussels (Belgium) by train, bus, or flight. Distance: 1147 km.",how-to-get-from-vienna-to-brussels
Vienna,Munich,Austria,Germany,446,4h 13m,55,6h 56m,25,N/A (Too close),N/A,How to Get From Vienna to Munich: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Vienna (Austria) to Munich (Germany) by train, bus, or flight. Distance: 446 km.",how-to-get-from-vienna-to-munich
Vienna,Frankfurt,Austria,Germany,749,6h 44m,79,10h 59m,37,2h 59m,46,How to Get From Vienna to Frankfurt: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Vienna (Austria) to Frankfurt (Germany) by train, bus, or flight. Distance: 749 km.",how-to-get-from-vienna-to-frankfurt
Vienna,Zurich,Austria,Switzerland,742,6h 41m,78,10h 53m,37,2h 59m,46,How to Get From Vienna to Zurich: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Vienna (Austria) to Zurich (Switzerland) by train, bus, or flight. Distance: 742 km.",how-to-get-from-vienna-to-zurich
Vienna,Milan,Austria,Italy,784,7h 1m,82,11h 27m,38,3h 2m,48,How to Get From Vienna to Milan: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Vienna (Austria) to Milan (Italy) by train, bus, or flight. Distance: 784 km.",how-to-get-from-vienna-to-milan
Vienna,Barcelona,Austria,Spain,1690,14h 35m,154,23h 32m,75,4h 15m,75,How to Get From Vienna to Barcelona: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Vienna (Austria) to Barcelona (Spain) by train, bus, or flight. Distance: 1690 km.",how-to-get-from-vienna-to-barcelona
Vienna,Hannover,Austria,Germany,828,7h 24m,85,12h 2m,40,3h 6m,49,How to Get From Vienna to Hannover: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Vienna (Austria) to Hannover (Germany) by train, bus, or flight. Distance: 828 km.",how-to-get-from-vienna-to-hannover
Vienna,Lisbon,Austria,Portugal,2879,24h 29m,249,39h 23m,122,5h 50m,110,How to Get From Vienna to Lisbon: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Vienna (Austria) to Lisbon (Portugal) by train, bus, or flight. Distance: 2879 km.",how-to-get-from-vienna-to-lisbon
Vienna,Budapest,Austria,Hungary,268,2h 44m,40,4h 34m,18,N/A (Too close),N/A,How to Get From Vienna to Budapest: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Vienna (Austria) to Budapest (Hungary) by train, bus, or flight. Distance: 268 km.",how-to-get-from-vienna-to-budapest
Vienna,Warsaw,Austria,Poland,695,6h 17m,75,10h 16m,35,2h 55m,45,How to Get From Vienna to Warsaw: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Vienna (Austria) to Warsaw (Poland) by train, bus, or flight. Distance: 695 km.",how-to-get-from-vienna-to-warsaw
Vienna,Copenhagen,Austria,Denmark,1089,9h 34m,106,15h 31m,51,3h 27m,57,How to Get From Vienna to Copenhagen: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Vienna (Austria) to Copenhagen (Denmark) by train, bus, or flight. Distance: 1089 km.",how-to-get-from-vienna-to-copenhagen
Vienna,Stockholm,Austria,Sweden,1553,13h 26m,143,21h 42m,69,4h 4m,71,How to Get From Vienna to Stockholm: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Vienna (Austria) to Stockholm (Sweden) by train, bus, or flight. Distance: 1553 km.",how-to-get-from-vienna-to-stockholm
Vienna,Venice,Austria,Italy,545,5h 2m,63,8h 15m,29,2h 43m,40,How to Get From Vienna to Venice: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Vienna (Austria) to Venice (Italy) by train, bus, or flight. Distance: 545 km.",how-to-get-from-vienna-to-venice
Vienna,Florence,Austria,Italy,791,7h 5m,82,11h 32m,39,3h 3m,48,How to Get From Vienna to Florence: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Vienna (Austria) to Florence (Italy) by train, bus, or flight. Distance: 791 km.",how-to-get-from-vienna-to-florence
Vienna,Dublin,Austria,Ireland,2109,18h 4m,188,29h 7m,91,4h 48m,87,How to Get From Vienna to Dublin: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Vienna (Austria) to Dublin (Ireland) by train, bus, or flight. Distance: 2109 km.",how-to-get-from-vienna-to-dublin
Vienna,Edinburgh,Austria,United Kingdom,1982,17h 0m,178,27h 25m,86,4h 38m,83,How to Get From Vienna to Edinburgh: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Vienna (Austria) to Edinburgh (United Kingdom) by train, bus, or flight. Distance: 1982 km.",how-to-get-from-vienna-to-edinburgh
Vienna,Oslo,Austria,Norway,1691,14h 35m,154,23h 32m,75,4h 15m,75,How to Get From Vienna to Oslo: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Vienna (Austria) to Oslo (Norway) by train, bus, or flight. Distance: 1691 km.",how-to-get-from-vienna-to-oslo
Vienna,Helsinki,Austria,Finland,1802,15h 31m,163,25h 1m,79,4h 24m,78,How to Get From Vienna to Helsinki: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Vienna (Austria) to Helsinki (Finland) by train, bus, or flight. Distance: 1802 km.",how-to-get-from-vienna-to-helsinki
Vienna,Krakow,Austria,Poland,416,3h 58m,52,6h 32m,24,N/A (Too close),N/A,How to Get From Vienna to Krakow: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Vienna (Austria) to Krakow (Poland) by train, bus, or flight. Distance: 416 km.",how-to-get-from-vienna-to-krakow
Vienna,Geneva,Austria,Switzerland,1007,8h 53m,100,14h 25m,47,3h 20m,54,How to Get From Vienna to Geneva: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Vienna (Austria) to Geneva (Switzerland) by train, bus, or flight. Distance: 1007 km.",how-to-get-from-vienna-to-geneva
Vienna,Lyon,Austria,France,1147,10h 3m,111,16h 17m,53,3h 31m,58,How to Get From Vienna to Lyon: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Vienna (Austria) to Lyon (France) by train, bus, or flight. Distance: 1147 km.",how-to-get-from-vienna-to-lyon
Vienna,Marseille,Austria,France,1267,11h 3m,120,17h 53m,58,3h 41m,62,How to Get From Vienna to Marseille: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Vienna (Austria) to Marseille (France) by train, bus, or flight. Distance: 1267 km.",how-to-get-from-vienna-to-marseille
Vienna,Valencia,Austria,Spain,2068,17h 44m,184,28h 34m,90,4h 45m,86,How to Get From Vienna to Valencia: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Vienna (Austria) to Valencia (Spain) by train, bus, or flight. Distance: 2068 km.",how-to-get-from-vienna-to-valencia
Vienna,Porto,Austria,Portugal,2649,22h 34m,231,36h 19m,113,5h 31m,103,How to Get From Vienna to Porto: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Vienna (Austria) to Porto (Portugal) by train, bus, or flight. Distance: 2649 km.",how-to-get-from-vienna-to-porto
Vienna,Athens,Austria,Greece,1603,13h 51m,147,22h 22m,71,4h 8m,72,How to Get From Vienna to Athens: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Vienna (Austria) to Athens (Greece) by train, bus, or flight. Distance: 1603 km.",how-to-get-from-vienna-to-athens
Vienna,Hamburg,Austria,Germany,930,8h 15m,93,13h 24m,44,3h 14m,52,How to Get From Vienna to Hamburg: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Vienna (Austria) to Hamburg (Germany) by train, bus, or flight. Distance: 930 km.",how-to-get-from-vienna-to-hamburg
Prague,London,Czech Republic,United Kingdom,1297,11h 18m,123,18h 17m,59,3h 43m,63,How to Get From Prague to London: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Prague (Czech Republic) to London (United Kingdom) by train, bus, or flight. Distance: 1297 km.",how-to-get-from-prague-to-london
Prague,Paris,Czech Republic,France,1107,9h 43m,108,15h 45m,51,3h 28m,57,How to Get From Prague to Paris: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Prague (Czech Republic) to Paris (France) by train, bus, or flight. Distance: 1107 km.",how-to-get-from-prague-to-paris
Prague,Berlin,Czech Republic,Germany,352,3h 25m,47,5h 41m,21,N/A (Too close),N/A,How to Get From Prague to Berlin: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Prague (Czech Republic) to Berlin (Germany) by train, bus, or flight. Distance: 352 km.",how-to-get-from-prague-to-berlin
Prague,Amsterdam,Czech Republic,Netherlands,891,7h 55m,90,12h 52m,43,3h 11m,51,How to Get From Prague to Amsterdam: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Prague (Czech Republic) to Amsterdam (Netherlands) by train, bus, or flight. Distance: 891 km.",how-to-get-from-prague-to-amsterdam
Prague,Rome,Czech Republic,Italy,1151,10h 5m,111,16h 20m,53,3h 32m,59,How to Get From Prague to Rome: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Prague (Czech Republic) to Rome (Italy) by train, bus, or flight. Distance: 1151 km.",how-to-get-from-prague-to-rome
Prague,Madrid,Czech Republic,Spain,2219,18h 59m,197,30h 35m,96,4h 57m,91,How to Get From Prague to Madrid: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Prague (Czech Republic) to Madrid (Spain) by train, bus, or flight. Distance: 2219 km.",how-to-get-from-prague-to-madrid
Prague,Vienna,Czech Republic,Austria,314,3h 7m,44,5h 11m,20,N/A (Too close),N/A,How to Get From Prague to Vienna: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Prague (Czech Republic) to Vienna (Austria) by train, bus, or flight. Distance: 314 km.",how-to-get-from-prague-to-vienna
Prague,Brussels,Czech Republic,Belgium,901,8h 0m,91,13h 0m,43,3h 12m,51,How to Get From Prague to Brussels: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Prague (Czech Republic) to Brussels (Belgium) by train, bus, or flight. Distance: 901 km.",how-to-get-from-prague-to-brussels
Prague,Munich,Czech Republic,Germany,375,3h 37m,49,6h 0m,22,N/A (Too close),N/A,How to Get From Prague to Munich: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Prague (Czech Republic) to Munich (Germany) by train, bus, or flight. Distance: 375 km.",how-to-get-from-prague-to-munich
Prague,Frankfurt,Czech Republic,Germany,515,4h 47m,60,7h 51m,28,2h 41m,39,How to Get From Prague to Frankfurt: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Prague (Czech Republic) to Frankfurt (Germany) by train, bus, or flight. Distance: 515 km.",how-to-get-from-prague-to-frankfurt
Prague,Zurich,Czech Republic,Switzerland,659,5h 59m,72,9h 47m,33,2h 52m,44,How to Get From Prague to Zurich: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Prague (Czech Republic) to Zurich (Switzerland) by train, bus, or flight. Distance: 659 km.",how-to-get-from-prague-to-zurich
Prague,Milan,Czech Republic,Italy,807,7h 13m,84,11h 45m,39,3h 4m,48,How to Get From Prague to Milan: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Prague (Czech Republic) to Milan (Italy) by train, bus, or flight. Distance: 807 km.",how-to-get-from-prague-to-milan
Prague,Barcelona,Czech Republic,Spain,1693,14h 36m,154,23h 34m,75,4h 15m,75,How to Get From Prague to Barcelona: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Prague (Czech Republic) to Barcelona (Spain) by train, bus, or flight. Distance: 1693 km.",how-to-get-from-prague-to-barcelona
Prague,Hannover,Czech Republic,Germany,521,4h 50m,61,7h 56m,28,2h 41m,40,How to Get From Prague to Hannover: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Prague (Czech Republic) to Hannover (Germany) by train, bus, or flight. Distance: 521 km.",how-to-get-from-prague-to-hannover
Prague,Lisbon,Czech Republic,Portugal,2809,23h 54m,244,38h 27m,119,5h 44m,108,How to Get From Prague to Lisbon: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Prague (Czech Republic) to Lisbon (Portugal) by train, bus, or flight. Distance: 2809 km.",how-to-get-from-prague-to-lisbon
Prague,Budapest,Czech Republic,Hungary,554,5h 6m,63,8h 23m,29,2h 44m,41,How to Get From Prague to Budapest: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Prague (Czech Republic) to Budapest (Hungary) by train, bus, or flight. Distance: 554 km.",how-to-get-from-prague-to-budapest
Prague,Warsaw,Czech Republic,Poland,648,5h 54m,71,9h 38m,33,2h 51m,43,How to Get From Prague to Warsaw: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Prague (Czech Republic) to Warsaw (Poland) by train, bus, or flight. Distance: 648 km.",how-to-get-from-prague-to-warsaw
Prague,Copenhagen,Czech Republic,Denmark,795,7h 7m,83,11h 35m,39,3h 3m,48,How to Get From Prague to Copenhagen: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Prague (Czech Republic) to Copenhagen (Denmark) by train, bus, or flight. Distance: 795 km.",how-to-get-from-prague-to-copenhagen
Prague,Stockholm,Czech Republic,Sweden,1320,11h 30m,125,18h 36m,60,3h 45m,64,How to Get From Prague to Stockholm: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Prague (Czech Republic) to Stockholm (Sweden) by train, bus, or flight. Distance: 1320 km.",how-to-get-from-prague-to-stockholm
Prague,Venice,Czech Republic,Italy,674,6h 6m,73,9h 59m,34,2h 53m,44,How to Get From Prague to Venice: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Prague (Czech Republic) to Venice (Italy) by train, bus, or flight. Distance: 674 km.",how-to-get-from-prague-to-venice
Prague,Florence,Czech Republic,Italy,927,8h 13m,93,13h 21m,44,3h 14m,52,How to Get From Prague to Florence: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Prague (Czech Republic) to Florence (Italy) by train, bus, or flight. Distance: 927 km.",how-to-get-from-prague-to-florence
Prague,Dublin,Czech Republic,Ireland,1838,15h 48m,166,25h 30m,81,4h 27m,79,How to Get From Prague to Dublin: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Prague (Czech Republic) to Dublin (Ireland) by train, bus, or flight. Distance: 1838 km.",how-to-get-from-prague-to-dublin
Prague,Edinburgh,Czech Republic,United Kingdom,1683,14h 31m,154,23h 26m,74,4h 14m,74,How to Get From Prague to Edinburgh: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Prague (Czech Republic) to Edinburgh (United Kingdom) by train, bus, or flight. Distance: 1683 km.",how-to-get-from-prague-to-edinburgh
Prague,Oslo,Czech Republic,Norway,1400,12h 9m,131,19h 40m,63,3h 52m,66,How to Get From Prague to Oslo: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Prague (Czech Republic) to Oslo (Norway) by train, bus, or flight. Distance: 1400 km.",how-to-get-from-prague-to-oslo
Prague,Helsinki,Czech Republic,Finland,1631,14h 5m,149,22h 44m,72,4h 10m,73,How to Get From Prague to Helsinki: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Prague (Czech Republic) to Helsinki (Finland) by train, bus, or flight. Distance: 1631 km.",how-to-get-from-prague-to-helsinki
Prague,Krakow,Czech Republic,Poland,493,4h 36m,58,7h 34m,27,N/A (Too close),N/A,How to Get From Prague to Krakow: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Prague (Czech Republic) to Krakow (Poland) by train, bus, or flight. Distance: 493 km.",how-to-get-from-prague-to-krakow
Prague,Geneva,Czech Republic,Switzerland,940,8h 19m,94,13h 31m,45,3h 15m,52,How to Get From Prague to Geneva: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Prague (Czech Republic) to Geneva (Switzerland) by train, bus, or flight. Distance: 940 km.",how-to-get-from-prague-to-geneva
Prague,Lyon,Czech Republic,France,1078,9h 28m,105,15h 22m,50,3h 26m,56,How to Get From Prague to Lyon: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Prague (Czech Republic) to Lyon (France) by train, bus, or flight. Distance: 1078 km.",how-to-get-from-prague-to-lyon
Prague,Marseille,Czech Republic,France,1279,11h 9m,121,18h 3m,58,3h 42m,62,How to Get From Prague to Marseille: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Prague (Czech Republic) to Marseille (France) by train, bus, or flight. Distance: 1279 km.",how-to-get-from-prague-to-marseille
Prague,Valencia,Czech Republic,Spain,2071,17h 45m,185,28h 36m,90,4h 45m,86,How to Get From Prague to Valencia: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Prague (Czech Republic) to Valencia (Spain) by train, bus, or flight. Distance: 2071 km.",how-to-get-from-prague-to-valencia
Prague,Porto,Czech Republic,Portugal,2552,21h 45m,223,35h 1m,109,5h 24m,101,How to Get From Prague to Porto: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Prague (Czech Republic) to Porto (Portugal) by train, bus, or flight. Distance: 2552 km.",how-to-get-from-prague-to-porto
Prague,Athens,Czech Republic,Greece,1917,16h 28m,172,26h 33m,84,4h 33m,82,How to Get From Prague to Athens: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Prague (Czech Republic) to Athens (Greece) by train, bus, or flight. Distance: 1917 km.",how-to-get-from-prague-to-athens
Prague,Hamburg,Czech Republic,Germany,617,5h 38m,68,9h 13m,32,2h 49m,43,How to Get From Prague to Hamburg: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Prague (Czech Republic) to Hamburg (Germany) by train, bus, or flight. Distance: 617 km.",how-to-get-from-prague-to-hamburg
Brussels,London,Belgium,United Kingdom,402,3h 51m,51,6h 21m,23,N/A (Too close),N/A,How to Get From Brussels to London: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Brussels (Belgium) to London (United Kingdom) by train, bus, or flight. Distance: 402 km.",how-to-get-from-brussels-to-london
Brussels,Paris,Belgium,France,330,3h 15m,45,5h 24m,20,N/A (Too close),N/A,How to Get From Brussels to Paris: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Brussels (Belgium) to Paris (France) by train, bus, or flight. Distance: 330 km.",how-to-get-from-brussels-to-paris
Brussels,Berlin,Belgium,Germany,816,7h 17m,84,11h 52m,40,3h 5m,48,How to Get From Brussels to Berlin: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Brussels (Belgium) to Berlin (Germany) by train, bus, or flight. Distance: 816 km.",how-to-get-from-brussels-to-berlin
Brussels,Amsterdam,Belgium,Netherlands,216,2h 17m,36,3h 52m,16,N/A (Too close),N/A,How to Get From Brussels to Amsterdam: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Brussels (Belgium) to Amsterdam (Netherlands) by train, bus, or flight. Distance: 216 km.",how-to-get-from-brussels-to-amsterdam
Brussels,Rome,Belgium,Italy,1467,12h 43m,136,20h 33m,66,3h 57m,68,How to Get From Brussels to Rome: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Brussels (Belgium) to Rome (Italy) by train, bus, or flight. Distance: 1467 km.",how-to-get-from-brussels-to-rome
Brussels,Madrid,Belgium,Spain,1646,14h 13m,151,22h 56m,73,4h 11m,73,How to Get From Brussels to Madrid: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Brussels (Belgium) to Madrid (Spain) by train, bus, or flight. Distance: 1646 km.",how-to-get-from-brussels-to-madrid
Brussels,Vienna,Belgium,Austria,1147,10h 3m,111,16h 17m,53,3h 31m,58,How to Get From Brussels to Vienna: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Brussels (Belgium) to Vienna (Austria) by train, bus, or flight. Distance: 1147 km.",how-to-get-from-brussels-to-vienna
Brussels,Prague,Belgium,Czech Republic,901,8h 0m,91,13h 0m,43,3h 12m,51,How to Get From Brussels to Prague: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Brussels (Belgium) to Prague (Czech Republic) by train, bus, or flight. Distance: 901 km.",how-to-get-from-brussels-to-prague
Brussels,Munich,Belgium,Germany,755,6h 47m,79,11h 3m,37,3h 0m,47,How to Get From Brussels to Munich: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Brussels (Belgium) to Munich (Germany) by train, bus, or flight. Distance: 755 km.",how-to-get-from-brussels-to-munich
Brussels,Frankfurt,Belgium,Germany,398,3h 49m,51,6h 18m,23,N/A (Too close),N/A,How to Get From Brussels to Frankfurt: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Brussels (Belgium) to Frankfurt (Germany) by train, bus, or flight. Distance: 398 km.",how-to-get-from-brussels-to-frankfurt
Brussels,Zurich,Belgium,Switzerland,616,5h 38m,68,9h 12m,32,2h 49m,42,How to Get From Brussels to Zurich: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Brussels (Belgium) to Zurich (Switzerland) by train, bus, or flight. Distance: 616 km.",how-to-get-from-brussels-to-zurich
